<<<<<<< HEAD
,名称,创建日期,播放次数,收藏量,转发量,评论数,歌单长度,tag1
926,日系恋歌 | 好想一直和你在一起,2021-04-04,578611,9381,164,56,50,日语 感动 浪漫
927,喜 怒 哀 乐 是 你,2021-04-10,107186,192,1,3,54,流行 说唱 夜晚
928,日系｜蜂蜜色半明媚少年,2021-05-14,677639,20930,213,197,56,日语 流行 治愈
929,『京剧老生』行腔灵动，韵味入魂,2021-01-23,338182,5976,75,32,32,民族 经典 nan
930,日语｜承载青春记忆的樱花语,2021-03-17,112105,1091,14,12,103,日语 ACG 影视原声
931,良辰美景好时光 电视剧原声带,2021-04-11,208625,820,10,10,19,影视原声 华语 浪漫
932,韩剧OST｜那些年追过的韩剧・热播篇,2021-04-07,677101,4959,55,29,118,韩语 流行 影视原声
933,『日系』触动心灵的旋律,2021-02-02,189637,3022,71,79,179,日语 ACG 治愈
934,天涯客 | 山河不足重，重在遇知己,2021-03-23,440612,4162,35,54,58,华语 古风 影视原声
935,百灵鸟飞进他的喉间,2020-12-06,644816,15559,103,163,31,华语 流行 nan
936,轻音乐 |缓解压力上班必听歌曲,2021-04-27,1196172,53265,3308,460,38,轻音乐 伤感 感动
937,《恰好是少年》BGM合集,2021-03-28,151748,3405,35,72,241,流行 综艺 nan
938,觉醒年代『原声』,2021-03-08,256454,4301,83,66,52,影视原声 nan nan
939,『進撃的巨人』op+ed+ost已排序,2021-02-19,1462298,15295,139,59,38,日语 ACG nan
940,2025年度热门金曲精选,2021-04-27,1139266,48791,5136,650,15,韩语 流行 nan
941,深夜和清晨，都请用力去生活,2021-04-25,162286,525,22,17,27,华语 感动 流行
942,邵邵的蒸汽波&大冒险,2021-04-05,329194,4190,574,34,161,浪漫 电子 流行
943,静影沉璧｜回眸经典 心火百年,2021-02-23,96539,943,20,12,54,欧美 怀旧 影视原声
944,拧巴的人需要一位耐心的恋人,2021-04-27,1164457,32518,465,304,30,轻音乐 夜晚 治愈
945,2021青岛麦田音乐节,2021-05-18,287148,2113,427,115,58,流行 摇滚 说唱
946,深夜单曲循环【俄语热歌】,2021-02-07,812459,5452,103,27,92,欧美 夜晚 伤感
947,细腻的情感，温柔的轻语。,2021-05-04,133021,458,13,3,114,华语 治愈 夜晚
948,前奏一响就会让人爱上的超燃BGM『珍藏版』,2021-04-27,1085056,57106,242,558,43,欧美 流行 电子
949,|车载嗨曲 开车靠的是感觉，不是眼睛|,2021-03-16,6890461,30825,472,56,72,欧美 流行 New Age
950,[Free Beat]高质量伴奏/错过了就等着后悔吧,2021-04-19,150073,2281,16,7,89,说唱 华语 R&B/Soul
951,【逛街，地铁，发呆】节奏流行极品女音,2021-03-30,143714,1392,26,18,813,欧美 流行 电子
952,曾涵江Cupppppp,2021-02-26,83973,766,28,49,55,华语 说唱 快乐
953,东瀛 1980s 都市流行时光机丨City Pop,2021-01-26,1169592,28799,759,90,130,日语 流行 经典
954,「华语」同一首歌，不同演绎,2021-05-19,106367,367,7,9,49,华语 流行 翻唱
955,杂食//迷幻//蒸汽,2021-03-24,706127,15208,223,71,639,另类/独立 怀旧 浪漫
956,BeatsbyMeecro |说唱伴奏合集,2021-04-07,140996,1112,222,4,900,说唱 nan nan
957,游戏|Friday night funkin',2021-03-27,202043,2608,21,32,540,电子 游戏 兴奋
958,Mehro:我的精选歌单,2021-05-23,293419,255,8,23,35,流行 nan nan
959,【2021年四月新番音乐】OP/ED,2021-03-23,259638,3447,52,85,175,日语 影视原声 ACG
960,异国风情交织心灵悸动的流行节拍,2021-05-08,2513206,5527,75,30,46,流行 nan nan
961,甜梦收容所丨陷落慵懒声线的午后花园漫游,2021-03-03,466307,7009,199,41,92,欧美 下午茶 清新
962,《恰好是少年》[日常＋车上]哼唱合集,2021-04-13,515435,4840,54,48,72,旅行 放松 综艺
963,网易云热歌推荐｜10w+热评流行歌曲分享,2021-04-28,1061438,45216,3564,318,38,流行 网络歌曲 nan
964,"""情歌说唱"" 甜腻腻的rap",2021-05-07,179363,1433,27,16,224,华语 说唱 R&B/Soul
965,“一旦喜欢小众 你就注定孤独”,2021-04-22,2410816,32751,543,209,58,欧美 清新 浪漫
966,想把夏天的橘子汽水卖给颜料用完的梵高,2021-02-10,250982,2282,60,15,88,流行 华语 轻音乐
967,风停在窗边，嘱咐你要热爱这个世界,2021-04-22,96287,225,7,18,47,华语 流行 治愈
968,本章DJ舞曲全场高能 |上班路上不孤单,2021-05-14,352886,1256,10,34,92,酒吧 驾车 电子
969,日落大道广播剧｜BGM收录,2021-02-16,140119,3529,149,450,86,浪漫 nan nan
970,时光代理人第二季OP&ED&插曲&同人曲,2021-04-24,445232,8991,53,157,312,华语 ACG nan
971,高等Rapper4全｜Beat、BGM全收录,2021-02-22,93427,1140,25,7,106,说唱 R&B/Soul 韩语
972,我们都是宇宙的孩子，所以想哭就去看星星,2021-04-13,163290,764,34,13,54,华语 流行 治愈
973,TNT｜去告诉世界他们已经横空出世啦,2021-01-21,209234,4693,26,91,43,流行 华语 治愈
974,(大局逆转BGM)这不就燃起来了吗,2021-04-27,1036247,36155,1437,648,74,华语 流行 浪漫
975,你比夏日里的微风更让人心动,2021-04-27,442615,2514,183,145,338,华语 流行 夜晚
976,永远的第一名|SamYU|林子闳x杨宇腾,2021-03-03,191405,2488,56,98,70,nan nan nan
977,丝绸之路好声音 第四季,2021-01-22,1905182,3042,46,15,204,流行 华语 感动
978,直火帮2021巡演下半程-全程歌单看简介,2021-04-05,88916,815,72,28,27,说唱 nan nan
979,心碎100%｜错误的爱情就像一场感冒,2021-05-08,1673052,9305,484,49,87,说唱 流行 华语
980,日系前奏杀｜一击命中，情不自禁,2021-03-17,232136,2020,26,19,49,日语 安静 放松
981,2023全网超火歌曲推荐中,2021-04-27,1049387,1625,10,1,77,华语 流行 治愈
982,打游戏必备超燃bgm,2021-04-27,1302380,54861,1389,646,127,欧美 流行 电子
983,赖蕊3位数的热门《歌单》,2021-02-18,160808,1132,20,11,39,流行 nan nan
984,Lofi Hiphop | 只想安静的睡觉,2021-04-20,94561,522,107,2,152,说唱 轻音乐 夜晚
985,Friday Night Funkin(FNF)原曲及一些Mod 曲,2021-03-15,429646,6862,34,203,298,游戏 nan nan
986,往事告别 与自己和解,2021-04-27,1106870,19535,2287,649,47,轻音乐 伤感 感动
987,FNF（随缘更新…),2021-04-06,707413,9313,43,103,1694,游戏 nan nan
988,FNF同人MOD（停更 ）,2021-03-12,200347,2066,13,83,227,电子 兴奋 游戏
989,『谁是宝藏歌手』第1-13期合集 全收录,2021-05-08,485669,6265,52,17,92,华语 流行 nan
990,伤感日语篇 | 愿你被这世界温柔对待,2021-02-08,135217,1605,47,16,39,日语 伤感 夜晚
991,欧美R&B｜随节奏游弋于温柔的绮梦,2021-04-25,694414,8314,291,24,490,R&B/Soul 夜晚 New Age
992,泽野弘之和他的72位歌姬,2021-04-10,239475,5722,71,89,66,ACG 影视原声 日语
993,我想再拥抱你一次 一次就好,2021-05-11,5458092,15272,671,166,119,说唱 夜晚 伤感
994,150首熟悉但叫不出名字的热歌,2021-04-27,1040439,47764,3464,643,36,欧美 流行 放松
995,『咒术回战』OP/ED/OST/印象曲,2021-02-16,539825,12796,486,181,47,日语 ACG 影视原声
996,R&B/Hip-Hop/旋律/氛围/节奏/律动,2021-03-31,10923126,110000,2282,215,416,欧美 R&B/Soul 说唱
997,HIStory4近距离爱上你 系列BGM全收录,2021-03-14,71272,852,9,14,59,影视原声 流行 华语
998,龚俊的歌单,2021-03-26,148220,2361,48,58,538,欧美 流行 华语
999,每 首 歌 只 能 听 12 秒,2021-02-21,82209,1805,18,33,37,流行 ACG 游戏
1000,"""情歌说唱"" 甜腻腻的rap",2021-05-07,179363,1433,27,16,224,华语 说唱 R&B/Soul
1001,日落大道广播剧｜BGM收录,2021-02-16,140119,3529,149,450,86,浪漫 nan nan
1002,我们都是宇宙的孩子，所以想哭就去看星星,2021-04-13,163290,764,34,13,54,华语 流行 治愈
1003,TNT｜去告诉世界他们已经横空出世啦,2021-01-21,209234,4693,26,91,43,流行 华语 治愈
1004,典籍里的中国|第一季完结全11期 ,2021-02-12,203610,3363,74,118,72,影视原声 经典 古风
1005,心动节拍：从深宵独白到狂欢风暴,2021-04-20,290453,2956,162,4,633,欧美 电子 舞曲
1006,(大局逆转BGM)这不就燃起来了吗,2021-04-27,1036247,36155,1437,648,74,华语 流行 浪漫
1007,时光代理人第二季OP&ED&插曲&同人曲,2021-04-24,445232,8991,53,157,312,华语 ACG nan
1008,心碎100%｜错误的爱情就像一场感冒,2021-05-08,1673052,9305,484,49,87,说唱 流行 华语
1009,丝绸之路好声音 第四季,2021-01-22,1905182,3042,46,15,204,流行 华语 感动
1010,打游戏必备超燃bgm,2021-04-27,1302380,54861,1389,646,127,欧美 流行 电子
1011,2023全网超火歌曲推荐中,2021-04-27,1049387,1625,10,1,77,华语 流行 治愈
1012,永远的第一名|SamYU|林子闳x杨宇腾,2021-03-03,191405,2488,56,98,70,nan nan nan
1013,你比夏日里的微风更让人心动,2021-04-27,442615,2514,183,145,338,华语 流行 夜晚
1014,直火帮2021巡演下半程-全程歌单看简介,2021-04-05,88916,815,72,28,27,说唱 nan nan
1015,日系前奏杀｜一击命中，情不自禁,2021-03-17,232136,2020,26,19,49,日语 安静 放松
1016,Lofi Hiphop | 只想安静的睡觉,2021-04-20,94561,522,107,2,152,说唱 轻音乐 夜晚
1017,赖蕊3位数的热门《歌单》,2021-02-18,160808,1132,20,11,39,流行 nan nan
1018,往事告别 与自己和解,2021-04-27,1106870,19535,2287,649,47,轻音乐 伤感 感动
1019,Friday Night Funkin(FNF)原曲及一些Mod 曲,2021-03-15,429646,6862,34,203,298,游戏 nan nan
1020,高等Rapper4全｜Beat、BGM全收录,2021-02-22,93427,1140,25,7,106,说唱 R&B/Soul 韩语
1021,FNF（随缘更新…),2021-04-06,707413,9313,43,103,1694,游戏 nan nan
1022,『谁是宝藏歌手』第1-13期合集 全收录,2021-05-08,485669,6265,52,17,92,华语 流行 nan
1023,泽野弘之和他的72位歌姬,2021-04-10,239475,5722,71,89,66,ACG 影视原声 日语
1024,欧美R&B｜随节奏游弋于温柔的绮梦,2021-04-25,694414,8314,291,24,490,R&B/Soul 夜晚 New Age
1025,伤感日语篇 | 愿你被这世界温柔对待,2021-02-08,135217,1605,47,16,39,日语 伤感 夜晚
1026,我想再拥抱你一次 一次就好,2021-05-11,5458092,15272,671,166,119,说唱 夜晚 伤感
1027,FNF同人MOD（停更 ）,2021-03-12,200347,2066,13,83,227,电子 兴奋 游戏
1028,R&B/Hip-Hop/旋律/氛围/节奏/律动,2021-03-31,10923126,110000,2282,215,416,欧美 R&B/Soul 说唱
1029,150首熟悉但叫不出名字的热歌,2021-04-27,1040439,47764,3464,643,36,欧美 流行 放松
1030,『咒术回战』OP/ED/OST/印象曲,2021-02-16,539825,12796,486,181,47,日语 ACG 影视原声
1031,每 首 歌 只 能 听 12 秒,2021-02-21,82209,1805,18,33,37,流行 ACG 游戏
1032,龚俊的歌单,2021-03-26,148220,2361,48,58,538,欧美 流行 华语
1033,典籍里的中国|第一季完结全11期 ,2021-02-12,203610,3363,74,118,72,影视原声 经典 古风
1034,HIStory4近距离爱上你 系列BGM全收录,2021-03-14,71272,852,9,14,59,影视原声 流行 华语
1035,心动节拍：从深宵独白到狂欢风暴,2021-04-20,290453,2956,162,4,633,欧美 电子 舞曲
1036,"""情歌说唱"" 甜腻腻的rap",2021-05-07,179363,1433,27,16,224,华语 说唱 R&B/Soul
1037,TNT｜去告诉世界他们已经横空出世啦,2021-01-21,209234,4693,26,91,43,流行 华语 治愈
1038,我们都是宇宙的孩子，所以想哭就去看星星,2021-04-13,163290,764,34,13,54,华语 流行 治愈
1039,日落大道广播剧｜BGM收录,2021-02-16,140119,3529,149,450,86,浪漫 nan nan
1040,(大局逆转BGM)这不就燃起来了吗,2021-04-27,1036247,36155,1437,648,74,华语 流行 浪漫
1041,时光代理人第二季OP&ED&插曲&同人曲,2021-04-24,445232,8991,53,157,312,华语 ACG nan
1042,丝绸之路好声音 第四季,2021-01-22,1905182,3042,46,15,204,流行 华语 感动
1043,你比夏日里的微风更让人心动,2021-04-27,442615,2514,183,145,338,华语 流行 夜晚
1044,永远的第一名|SamYU|林子闳x杨宇腾,2021-03-03,191405,2488,56,98,70,nan nan nan
1045,2023全网超火歌曲推荐中,2021-04-27,1049387,1625,10,1,77,华语 流行 治愈
1046,心碎100%｜错误的爱情就像一场感冒,2021-05-08,1673052,9305,484,49,87,说唱 流行 华语
1047,赖蕊3位数的热门《歌单》,2021-02-18,160808,1132,20,11,39,流行 nan nan
1048,日系前奏杀｜一击命中，情不自禁,2021-03-17,232136,2020,26,19,49,日语 安静 放松
1049,高等Rapper4全｜Beat、BGM全收录,2021-02-22,93427,1140,25,7,106,说唱 R&B/Soul 韩语
1050,Lofi Hiphop | 只想安静的睡觉,2021-04-20,94561,522,107,2,152,说唱 轻音乐 夜晚
1051,Friday Night Funkin(FNF)原曲及一些Mod 曲,2021-03-15,429646,6862,34,203,298,游戏 nan nan
1052,打游戏必备超燃bgm,2021-04-27,1302380,54861,1389,646,127,欧美 流行 电子
1053,『谁是宝藏歌手』第1-13期合集 全收录,2021-05-08,485669,6265,52,17,92,华语 流行 nan
1054,往事告别 与自己和解,2021-04-27,1106870,19535,2287,649,47,轻音乐 伤感 感动
1055,FNF（随缘更新…),2021-04-06,707413,9313,43,103,1694,游戏 nan nan
1056,直火帮2021巡演下半程-全程歌单看简介,2021-04-05,88916,815,72,28,27,说唱 nan nan
1057,伤感日语篇 | 愿你被这世界温柔对待,2021-02-08,135217,1605,47,16,39,日语 伤感 夜晚
1058,我想再拥抱你一次 一次就好,2021-05-11,5458092,15272,671,166,119,说唱 夜晚 伤感
1059,欧美R&B｜随节奏游弋于温柔的绮梦,2021-04-25,694414,8314,291,24,490,R&B/Soul 夜晚 New Age
1060,泽野弘之和他的72位歌姬,2021-04-10,239475,5722,71,89,66,ACG 影视原声 日语
1061,FNF同人MOD（停更 ）,2021-03-12,200347,2066,13,83,227,电子 兴奋 游戏
1062,150首熟悉但叫不出名字的热歌,2021-04-27,1040439,47764,3464,643,36,欧美 流行 放松
1063,HIStory4近距离爱上你 系列BGM全收录,2021-03-14,71272,852,9,14,59,影视原声 流行 华语
1064,R&B/Hip-Hop/旋律/氛围/节奏/律动,2021-03-31,10923126,110000,2282,215,416,欧美 R&B/Soul 说唱
1065,典籍里的中国|第一季完结全11期 ,2021-02-12,203610,3363,74,118,72,影视原声 经典 古风
1066,每 首 歌 只 能 听 12 秒,2021-02-21,82209,1805,18,33,37,流行 ACG 游戏
1067,"""情歌说唱"" 甜腻腻的rap",2021-05-07,179363,1433,27,16,224,华语 说唱 R&B/Soul
1068,(大局逆转BGM)这不就燃起来了吗,2021-04-27,1036247,36155,1437,648,74,华语 流行 浪漫
1069,高等Rapper4全｜Beat、BGM全收录,2021-02-22,93427,1140,25,7,106,说唱 R&B/Soul 韩语
1070,丝绸之路好声音 第四季,2021-01-22,1905182,3042,46,15,204,流行 华语 感动
1071,龚俊的歌单,2021-03-26,148220,2361,48,58,538,欧美 流行 华语
1072,TNT｜去告诉世界他们已经横空出世啦,2021-01-21,209234,4693,26,91,43,流行 华语 治愈
1073,日落大道广播剧｜BGM收录,2021-02-16,140119,3529,149,450,86,浪漫 nan nan
1074,心动节拍：从深宵独白到狂欢风暴,2021-04-20,290453,2956,162,4,633,欧美 电子 舞曲
1075,永远的第一名|SamYU|林子闳x杨宇腾,2021-03-03,191405,2488,56,98,70,nan nan nan
1076,时光代理人第二季OP&ED&插曲&同人曲,2021-04-24,445232,8991,53,157,312,华语 ACG nan
1077,2023全网超火歌曲推荐中,2021-04-27,1049387,1625,10,1,77,华语 流行 治愈
1078,『咒术回战』OP/ED/OST/印象曲,2021-02-16,539825,12796,486,181,47,日语 ACG 影视原声
1079,直火帮2021巡演下半程-全程歌单看简介,2021-04-05,88916,815,72,28,27,说唱 nan nan
1080,你比夏日里的微风更让人心动,2021-04-27,442615,2514,183,145,338,华语 流行 夜晚
1081,我们都是宇宙的孩子，所以想哭就去看星星,2021-04-13,163290,764,34,13,54,华语 流行 治愈
1082,心碎100%｜错误的爱情就像一场感冒,2021-05-08,1673052,9305,484,49,87,说唱 流行 华语
1083,日系前奏杀｜一击命中，情不自禁,2021-03-17,232136,2020,26,19,49,日语 安静 放松
1084,赖蕊3位数的热门《歌单》,2021-02-18,160808,1132,20,11,39,流行 nan nan
1085,150首熟悉但叫不出名字的热歌,2021-04-27,1040439,47764,3464,643,36,欧美 流行 放松
1086,打游戏必备超燃bgm,2021-04-27,1302380,54861,1389,646,127,欧美 流行 电子
1087,Lofi Hiphop | 只想安静的睡觉,2021-04-20,94561,522,107,2,152,说唱 轻音乐 夜晚
1088,往事告别 与自己和解,2021-04-27,1106870,19535,2287,649,47,轻音乐 伤感 感动
1089,FNF同人MOD（停更 ）,2021-03-12,200347,2066,13,83,227,电子 兴奋 游戏
1090,HIStory4近距离爱上你 系列BGM全收录,2021-03-14,71272,852,9,14,59,影视原声 流行 华语
1091,典籍里的中国|第一季完结全11期 ,2021-02-12,203610,3363,74,118,72,影视原声 经典 古风
1092,『谁是宝藏歌手』第1-13期合集 全收录,2021-05-08,485669,6265,52,17,92,华语 流行 nan
1093,Friday Night Funkin(FNF)原曲及一些Mod 曲,2021-03-15,429646,6862,34,203,298,游戏 nan nan
1094,伤感日语篇 | 愿你被这世界温柔对待,2021-02-08,135217,1605,47,16,39,日语 伤感 夜晚
1095,每 首 歌 只 能 听 12 秒,2021-02-21,82209,1805,18,33,37,流行 ACG 游戏
1096,我想再拥抱你一次 一次就好,2021-05-11,5458092,15272,671,166,119,说唱 夜晚 伤感
1097,泽野弘之和他的72位歌姬,2021-04-10,239475,5722,71,89,66,ACG 影视原声 日语
1098,FNF（随缘更新…),2021-04-06,707413,9313,43,103,1694,游戏 nan nan
1099,龚俊的歌单,2021-03-26,148220,2361,48,58,538,欧美 流行 华语
1100,『咒术回战』OP/ED/OST/印象曲,2021-02-16,539825,12796,486,181,47,日语 ACG 影视原声
1101,R&B/Hip-Hop/旋律/氛围/节奏/律动,2021-03-31,10923126,110000,2282,215,416,欧美 R&B/Soul 说唱
1102,欧美R&B｜随节奏游弋于温柔的绮梦,2021-04-25,694414,8314,291,24,490,R&B/Soul 夜晚 New Age
1103,"""情歌说唱"" 甜腻腻的rap",2021-05-07,179363,1433,27,16,224,华语 说唱 R&B/Soul
1104,心动节拍：从深宵独白到狂欢风暴,2021-04-20,290453,2956,162,4,633,欧美 电子 舞曲
1105,时光代理人第二季OP&ED&插曲&同人曲,2021-04-24,445232,8991,53,157,312,华语 ACG nan
1106,丝绸之路好声音 第四季,2021-01-22,1905182,3042,46,15,204,流行 华语 感动
1107,我们都是宇宙的孩子，所以想哭就去看星星,2021-04-13,163290,764,34,13,54,华语 流行 治愈
1108,心碎100%｜错误的爱情就像一场感冒,2021-05-08,1673052,9305,484,49,87,说唱 流行 华语
